,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
52323,DEU,Europe,Germany,2020-08-25,237583.0,1461.0,1351.8570000000002,9281.0,5.0,5.7139999999999995,2831.724,17.413,16.113,110.619,0.06,0.068,1.09,225.0,2.682,,,,,428.0,5.101,,,,,151826.0,1.81,,,tests performed,,,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52324,DEU,Europe,Germany,2020-08-26,239010.0,1427.0,1329.1429999999998,9285.0,4.0,5.143,2848.7329999999997,17.008,15.842,110.667,0.048,0.061,1.07,227.0,2.7060000000000004,,,,,414.0,4.934,,,,,153850.0,1.834,,,tests performed,,,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52325,DEU,Europe,Germany,2020-08-27,240571.0,1561.0,1325.5710000000001,9290.0,5.0,3.8569999999999998,2867.3379999999997,18.605,15.799000000000001,110.726,0.06,0.046,1.06,240.0,2.861,,,,,399.0,4.756,,,,,155874.0,1.858,,,tests performed,,,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52326,DEU,Europe,Germany,2020-08-28,242126.0,1555.0,1299.5710000000001,9290.0,0.0,3.429,2885.8720000000003,18.534000000000002,15.489,110.726,0.0,0.040999999999999995,1.04,236.0,2.813,,,,,395.0,4.708,,,,,157898.0,1.882,,,tests performed,,,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52327,DEU,Europe,Germany,2020-08-29,242835.0,709.0,1282.0,9299.0,9.0,3.8569999999999998,2894.322,8.45,15.28,110.834,0.107,0.046,1.04,241.0,2.872,,,,,381.0,4.541,,,,,159922.0,1.906,,,tests performed,,,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52328,DEU,Europe,Germany,2020-08-30,243305.0,470.0,1258.714,9300.0,1.0,3.571,2899.9240000000004,5.602,15.002,110.846,0.012,0.043,1.03,244.0,2.908,,,,,370.0,4.41,,12299391.0,146.595,,161946.0,1.93,0.006999999999999999,142.9,tests performed,,,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,-9908.3,-1.53,-0.87,-118.09588053444901
52329,DEU,Europe,Germany,2020-08-31,244802.0,1497.0,1240.0,9303.0,3.0,3.8569999999999998,2917.7670000000003,17.843,14.779000000000002,110.881,0.036000000000000004,0.046,1.03,245.0,2.92,,,,,374.0,4.458,,,,,160300.0,1.911,,,tests performed,,,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52330,DEU,Europe,Germany,2020-09-01,246015.0,1213.0,1204.5710000000001,9307.0,4.0,3.714,2932.224,14.458,14.357000000000001,110.929,0.048,0.044000000000000004,1.03,234.0,2.7889999999999997,,,,,368.0,4.386,,,,,158653.0,1.891,,,tests performed,,,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52331,DEU,Europe,Germany,2020-09-02,247411.0,1396.0,1200.143,9322.0,15.0,5.2860000000000005,2948.863,16.639,14.304,111.10799999999999,0.179,0.063,1.03,227.0,2.7060000000000004,,,,,378.0,4.505,,,,,157006.0,1.871,,,tests performed,,,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52332,DEU,Europe,Germany,2020-09-03,248840.0,1429.0,1181.286,9322.0,0.0,4.571000000000001,2965.895,17.032,14.08,111.10799999999999,0.0,0.054000000000000006,1.04,222.0,2.6460000000000004,,,,,378.0,4.505,,,,,155360.0,1.8519999999999999,,,tests performed,,,,,,,,,,,,,,57.87,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52333,DEU,Europe,Germany,2020-09-04,250283.0,1443.0,1165.286,9327.0,5.0,5.2860000000000005,2983.094,17.199,13.889000000000001,111.167,0.06,0.063,1.04,224.0,2.67,,,,,374.0,4.458,,,,,153713.0,1.8319999999999999,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52334,DEU,Europe,Germany,2020-09-05,251058.0,775.0,1174.714,9329.0,2.0,4.2860000000000005,2992.3309999999997,9.237,14.001,111.191,0.024,0.051,1.06,222.0,2.6460000000000004,,,,,380.0,4.529,,,,,152067.0,1.8119999999999998,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52335,DEU,Europe,Germany,2020-09-06,251728.0,670.0,1203.286,9330.0,1.0,4.2860000000000005,3000.317,7.986000000000001,14.342,111.20299999999999,0.012,0.051,1.07,218.0,2.5980000000000003,,,,,401.0,4.779,,13352333.0,159.145,,150420.0,1.7930000000000001,0.008,125.0,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,-9508.6,-1.43,2.44,-113.331902511012
52336,DEU,Europe,Germany,2020-09-07,253626.0,1898.0,1260.5710000000001,9331.0,1.0,4.0,3022.9390000000003,22.622,15.025,111.215,0.012,0.048,1.09,228.0,2.718,,,,,407.0,4.851,,,,,152370.0,1.8159999999999998,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52337,DEU,Europe,Germany,2020-09-08,254957.0,1331.0,1277.4289999999999,9336.0,5.0,4.143,3038.803,15.864,15.225999999999999,111.275,0.06,0.049,1.09,230.0,2.741,,,,,406.0,4.8389999999999995,,,,,154319.0,1.839,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52338,DEU,Europe,Germany,2020-09-09,256433.0,1476.0,1288.857,9342.0,6.0,2.8569999999999998,3056.395,17.592,15.362,111.346,0.07200000000000001,0.034,1.09,227.0,2.7060000000000004,,,,,405.0,4.827,,,,,156269.0,1.8630000000000002,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52339,DEU,Europe,Germany,2020-09-10,258149.0,1716.0,1329.8570000000002,9345.0,3.0,3.286,3076.848,20.453,15.85,111.382,0.036000000000000004,0.039,1.09,233.0,2.7769999999999997,,,,,429.0,5.113,,,,,158218.0,1.886,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52340,DEU,Europe,Germany,2020-09-11,259735.0,1586.0,1350.286,9348.0,3.0,3.0,3095.7509999999997,18.903,16.094,111.41799999999999,0.036000000000000004,0.036000000000000004,1.1,220.0,2.622,,,,,447.0,5.327999999999999,,,,,160168.0,1.909,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52341,DEU,Europe,Germany,2020-09-12,260817.0,1082.0,1394.1429999999998,9352.0,4.0,3.286,3108.6479999999997,12.895999999999999,16.617,111.465,0.048,0.039,1.11,233.0,2.7769999999999997,,,,,450.0,5.3629999999999995,,,,,162117.0,1.932,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52342,DEU,Europe,Germany,2020-09-13,261737.0,920.0,1429.8570000000002,9354.0,2.0,3.429,3119.613,10.965,17.042,111.48899999999999,0.024,0.040999999999999995,1.12,236.0,2.813,,,,,458.0,5.459,,14500798.0,172.833,,164066.0,1.955,0.009000000000000001,111.1,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,-8985.1,-1.32,3.15,-107.092366620922
52343,DEU,Europe,Germany,2020-09-14,263222.0,1485.0,1370.8570000000002,9356.0,2.0,3.571,3137.313,17.7,16.339000000000002,111.51299999999999,0.024,0.043,1.13,237.0,2.825,,,,,476.0,5.672999999999999,,,,,164054.0,1.955,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52344,DEU,Europe,Germany,2020-09-15,265014.0,1792.0,1436.714,9367.0,11.0,4.428999999999999,3158.671,21.359,17.124000000000002,111.64399999999999,0.131,0.053,1.14,236.0,2.813,,,,,506.0,6.031000000000001,,,,,164043.0,1.955,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52345,DEU,Europe,Germany,2020-09-16,266869.0,1855.0,1490.8570000000002,9373.0,6.0,4.428999999999999,3180.781,22.11,17.769000000000002,111.71600000000001,0.07200000000000001,0.053,1.15,233.0,2.7769999999999997,,,,,552.0,6.579,,,,,164031.0,1.955,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52346,DEU,Europe,Germany,2020-09-17,269048.0,2179.0,1557.0,9376.0,3.0,4.428999999999999,3206.752,25.971,18.558,111.751,0.036000000000000004,0.053,1.15,238.0,2.8369999999999997,,,,,583.0,6.949,,,,,164019.0,1.955,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52347,DEU,Europe,Germany,2020-09-18,271247.0,2199.0,1644.5710000000001,9386.0,10.0,5.428999999999999,3232.962,26.21,19.601,111.87100000000001,0.11900000000000001,0.065,1.15,246.0,2.932,,,,,641.0,7.64,,,,,164007.0,1.955,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52348,DEU,Europe,Germany,2020-09-19,272932.0,1685.0,1730.714,9388.0,2.0,5.143,3253.045,20.083,20.628,111.89399999999999,0.024,0.061,1.15,257.0,3.063,,,,,687.0,8.187999999999999,,,,,163995.0,1.955,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52349,DEU,Europe,Germany,2020-09-20,273965.0,1033.0,1746.8570000000002,9390.0,2.0,5.143,3265.357,12.312000000000001,20.820999999999998,111.91799999999999,0.024,0.061,1.14,268.0,3.194,,,,,684.0,8.152999999999999,,15648677.0,186.515,,163983.0,1.954,0.012,83.3,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,-8107.8,-1.16,5.26,-96.63592949317291
52350,DEU,Europe,Germany,2020-09-21,275560.0,1595.0,1762.5710000000001,9390.0,0.0,4.857,3284.368,19.011,21.008000000000003,111.91799999999999,0.0,0.057999999999999996,1.13,267.0,3.182,,,,,685.0,8.164,,,,,165460.0,1.972,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52351,DEU,Europe,Germany,2020-09-22,277412.0,1852.0,1771.1429999999998,9405.0,15.0,5.428999999999999,3306.442,22.074,21.11,112.09700000000001,0.179,0.065,1.13,278.0,3.313,,,,,713.0,8.498,,,,,166938.0,1.99,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52352,DEU,Europe,Germany,2020-09-23,279025.0,1613.0,1736.5710000000001,9423.0,18.0,7.143,3325.667,19.225,20.698,112.31200000000001,0.215,0.085,1.13,293.0,3.492,,,,,707.0,8.427,,,,,168415.0,2.0069999999999997,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52353,DEU,Europe,Germany,2020-09-24,281346.0,2321.0,1756.8570000000002,9436.0,13.0,8.571,3353.33,27.664,20.94,112.46700000000001,0.155,0.102,1.14,296.0,3.528,,,,,741.0,8.832,,,,,169893.0,2.025,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52354,DEU,Europe,Germany,2020-09-25,283712.0,2366.0,1780.714,9451.0,15.0,9.286,3381.53,28.2,21.224,112.645,0.179,0.111,1.16,301.0,3.588,,,,,751.0,8.951,,,,,171370.0,2.043,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52355,DEU,Europe,Germany,2020-09-26,285026.0,1314.0,1727.714,9459.0,8.0,10.142999999999999,3397.192,15.661,20.592,112.741,0.095,0.121,1.17,312.0,3.719,,,,,745.0,8.88,,,,,172848.0,2.06,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52356,DEU,Europe,Germany,2020-09-27,286339.0,1313.0,1767.714,9464.0,5.0,10.571,3412.841,15.649000000000001,21.069000000000003,112.8,0.06,0.126,1.18,325.0,3.8739999999999997,,,,,774.0,9.225,,16868956.0,201.05900000000003,,174326.0,2.0780000000000003,0.012,83.3,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,-7504.5,-1.05,3.58,-89.44526664218608
52357,DEU,Europe,Germany,2020-09-28,288631.0,2292.0,1867.286,9468.0,4.0,11.142999999999999,3440.159,27.318,22.256,112.848,0.048,0.133,1.19,353.0,4.207,,,,,781.0,9.309,,,,,172465.0,2.056,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52358,DEU,Europe,Germany,2020-09-29,290471.0,1840.0,1865.5710000000001,9483.0,15.0,11.142999999999999,3462.09,21.930999999999997,22.236,113.027,0.179,0.133,1.2,352.0,4.195,,,,,793.0,9.452,,,,,170605.0,2.033,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52359,DEU,Europe,Germany,2020-09-30,292913.0,2442.0,1984.0,9495.0,12.0,10.286,3491.196,29.105999999999998,23.647,113.17,0.14300000000000002,0.12300000000000001,1.21,355.0,4.231,,,,,823.0,9.809,,,,,168745.0,2.011,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52360,DEU,Europe,Germany,2020-10-01,295539.0,2626.0,2027.5710000000001,9509.0,14.0,10.429,3522.495,31.299,24.166,113.337,0.16699999999999998,0.124,1.23,362.0,4.315,,,,,834.0,9.94,,,,,166885.0,1.989,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52361,DEU,Europe,Germany,2020-10-02,298374.0,2835.0,2094.571,9518.0,9.0,9.571,3556.285,33.79,24.965,113.444,0.107,0.114,1.26,373.0,4.446000000000001,,,,,828.0,9.869,,,,,165024.0,1.9669999999999999,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52362,DEU,Europe,Germany,2020-10-03,300027.0,1653.0,2143.0,9531.0,13.0,10.286,3575.987,19.702,25.541999999999998,113.59899999999999,0.155,0.12300000000000001,1.28,403.0,4.803,,,,,851.0,10.142999999999999,,,,,163164.0,1.945,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52363,DEU,Europe,Germany,2020-10-04,301573.0,1546.0,2176.286,9533.0,2.0,9.857000000000001,3594.414,18.427,25.939,113.62299999999999,0.024,0.11699999999999999,1.31,424.0,5.053999999999999,,,,,881.0,10.501,,17998083.0,214.517,,161304.0,1.923,0.018000000000000002,55.6,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,-6902.2,-0.94,3.54,-82.266522675421
52364,DEU,Europe,Germany,2020-10-05,304673.0,3100.0,2291.714,9554.0,21.0,12.286,3631.362,36.949,27.315,113.87299999999999,0.25,0.146,1.33,446.0,5.316,,,,,891.0,10.62,,,,,163138.0,1.944,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52365,DEU,Europe,Germany,2020-10-06,307127.0,2454.0,2379.429,9566.0,12.0,11.857000000000001,3660.611,29.249000000000002,28.36,114.016,0.14300000000000002,0.141,1.36,449.0,5.352,,,,,962.0,11.466,,,,,164972.0,1.966,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52366,DEU,Europe,Germany,2020-10-07,311137.0,4010.0,2603.429,9582.0,16.0,12.429,3708.406,47.795,31.03,114.20700000000001,0.191,0.14800000000000002,1.39,470.0,5.602,,,,,1070.0,12.753,,,,,166806.0,1.9880000000000002,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52367,DEU,Europe,Germany,2020-10-08,315941.0,4804.0,2914.571,9594.0,12.0,12.142999999999999,3765.664,57.258,34.738,114.35,0.14300000000000002,0.145,1.42,487.0,5.803999999999999,,,,,1212.0,14.446,,,,,168639.0,2.01,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52368,DEU,Europe,Germany,2020-10-09,320495.0,4554.0,3160.143,9599.0,5.0,11.571,3819.9429999999998,54.278999999999996,37.665,114.40899999999999,0.06,0.138,1.43,510.0,6.079,,,,,1350.0,16.09,,,,,170473.0,2.032,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52369,DEU,Europe,Germany,2020-10-10,323463.0,2968.0,3348.0,9620.0,21.0,12.714,3855.3179999999998,35.375,39.904,114.66,0.25,0.152,1.45,531.0,6.329,,,,,1487.0,17.723,,,,,172307.0,2.0540000000000003,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52370,DEU,Europe,Germany,2020-10-11,326309.0,2846.0,3533.7140000000004,9626.0,6.0,13.286,3889.239,33.921,42.118,114.73100000000001,0.07200000000000001,0.158,1.46,545.0,6.496,,,,,1567.0,18.677,,19217071.0,229.046,,174141.0,2.076,0.025,40.0,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,-7086.1,-0.94,-1.04,-84.45840548380241
52371,DEU,Europe,Germany,2020-10-12,332850.0,6541.0,4025.2859999999996,9640.0,14.0,12.286,3967.2009999999996,77.961,47.977,114.898,0.16699999999999998,0.146,1.48,590.0,7.032,,,,,1624.0,19.355999999999998,,,,,175475.0,2.0909999999999997,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52372,DEU,Europe,Germany,2020-10-13,337314.0,4464.0,4312.429,9682.0,42.0,16.570999999999998,4020.407,53.206,51.398999999999994,115.399,0.501,0.198,1.48,618.0,7.3660000000000005,,,,,1735.0,20.679000000000002,,,,,176809.0,2.1069999999999998,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52373,DEU,Europe,Germany,2020-10-14,344487.0,7173.0,4764.286,9716.0,34.0,19.143,4105.901,85.494,56.785,115.804,0.405,0.228,1.48,602.0,7.175,,,,,1793.0,21.371,,,,,178143.0,2.123,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52374,DEU,Europe,Germany,2020-10-15,352107.0,7620.0,5166.571,9739.0,23.0,20.714000000000002,4196.723,90.822,61.58,116.07799999999999,0.27399999999999997,0.247,1.48,655.0,7.807,,,,,1898.0,22.622,,,,,179477.0,2.1390000000000002,,,tests performed,,,,,,,,,,,,,,58.8,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52375,DEU,Europe,Germany,2020-10-16,359802.0,7695.0,5615.286,9773.0,34.0,24.857,4288.438,91.71600000000001,66.928,116.48299999999999,0.405,0.29600000000000004,1.48,690.0,8.224,,,,,2035.0,24.255,,,,,180811.0,2.155,,,tests performed,,,,,,,,,,,,,,58.8,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52376,DEU,Europe,Germany,2020-10-17,364664.0,4862.0,5885.857,9785.0,12.0,23.570999999999998,4346.388,57.95,70.153,116.626,0.14300000000000002,0.281,1.47,731.0,8.713,,,,,2183.0,26.019000000000002,,,,,182145.0,2.171,,,tests performed,,,,,,,,,,,,,,58.8,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52377,DEU,Europe,Germany,2020-10-18,368671.0,4007.0,6051.714,9798.0,13.0,24.570999999999998,4394.147,47.75899999999999,72.13,116.781,0.155,0.293,1.47,769.0,9.166,,,,,2264.0,26.984,,20501420.0,244.354,,183478.0,2.187,0.036000000000000004,27.8,tests performed,,,,,,,,,,,,,,58.8,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,-6920.8,-0.9,0.94,-82.4882139219457
52378,DEU,Europe,Germany,2020-10-19,377068.0,8397.0,6316.857,9842.0,44.0,28.857,4494.23,100.083,75.29,117.306,0.524,0.344,1.48,851.0,10.142999999999999,,,,,2362.0,28.151999999999997,,,,,186766.0,2.226,,,tests performed,,,,,,,,,,,,,,58.8,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52379,DEU,Europe,Germany,2020-10-20,385591.0,8523.0,6896.714,9882.0,40.0,28.570999999999998,4595.814,101.585,82.20100000000001,117.78200000000001,0.47700000000000004,0.341,1.48,879.0,10.477,,,,,2527.0,30.119,,,,,190055.0,2.265,,,tests performed,,,,,,,,,,,,,,58.8,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52380,DEU,Europe,Germany,2020-10-21,397922.0,12331.0,7633.571,9911.0,29.0,27.857,4742.786,146.972,90.984,118.12799999999999,0.34600000000000003,0.332,1.47,943.0,11.24,,,,,2795.0,33.313,,,,,193343.0,2.3040000000000003,,,tests performed,,,,,,,,,,,,,,58.8,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
52381,DEU,Europe,Germany,2020-10-22,403874.0,5952.0,7395.286,9960.0,49.0,31.570999999999998,4813.727,70.941,88.14399999999999,118.712,0.584,0.376,1.46,1030.0,12.276,,,,,3104.0,36.996,,,,,196631.0,2.344,,,tests performed,,,,,,,,,,,,,,60.65,83900471.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,,,
